task_id,file_id,sentence,tokens_id,publisher,source,1. What is your perceived reliability of this source of information?,1. Optional Comments:,1. worker_id,2. What is your perceived reliability of this source of information?,2. Optional Comments:,2. worker_id,3. What is your perceived reliability of this source of information?,3. Optional Comments:,3. worker_id,4. What is your perceived reliability of this source of information?,4. Optional Comments:,4. worker_id,5. What is your perceived reliability of this source of information?,5. Optional Comments:,5. worker_id,6. What is your perceived reliability of this source of information?,6. Optional Comments:,6. worker_id,7. What is your perceived reliability of this source of information?,7. Optional Comments:,7. worker_id
cb93593c-b9a6-4ff8-9648-7a0cc0edbb24,NaturalNews_20170628T201245.conll.annot,12,29 30 31 32 33 34 35 36 37,NaturalNews,the study about the unpredictability of the vaccine-transmitted virus,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,4 - The source is somewhat reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",VPA49GVE9GAV,1 - The source is totally unreliable,"",MR9ZWVMJJQ3D,3 - The source is potentially reliable,"",4ACJA6QTDYMG
c8a51527-203c-4a10-8c7a-d857c9662c5a,UPMC-&-Pitt-Health-Sciences-News-Blog_20161107T195115.conll.annot,5,14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41,UPMC & Pitt Health Sciences News Blog,"Wilbert van Panhuis , M.D. , Ph.D. , assistant professor of epidemiology at Pitt Public Health and lead investigator for Project Tycho ® , which tracks infectious diseases",5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",J7JETG7VHPMK,5 - The source is fully reliable,"",2GKTZAGQYCN4,5 - The source is fully reliable,"",N7P6PRKRJCTQ,5 - The source is fully reliable,"",MR9ZWVMJJQ3D,3 - The source is potentially reliable,"",4ACJA6QTDYMG,4 - The source is somewhat reliable,"",VPA49GVE9GAV
c6cb4450-4979-4c44-b707-710b4ae9e628,SELF_20170611T091338.conll.annot,18,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18,SELF,"Federico Laham , M.D. , medical director for pediatric infectious diseases at Orlando Health Arnold Palmer Hospital ,",5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",2GKTZAGQYCN4,5 - The source is fully reliable,"",ZRN7M74DZ3QK,2 - The source is somewhat unreliable,"",7R2NKCJQNXPP,4 - The source is somewhat reliable,"",VPA49GVE9GAV,3 - The source is potentially reliable,"",64AFFXCKWR7N,3 - The source is potentially reliable,"",MR9ZWVMJJQ3D
c8156d82-694d-4a52-a726-bf5200f1afe7,Washington-Post_20170826T112301.conll.annot,34,21,Washington Post,experts,3 - The source is potentially reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,3 - The source is potentially reliable,"",N7P6PRKRJCTQ,3 - The source is potentially reliable,"",NKJG9Q32MFF2,3 - The source is potentially reliable,"",VPA49GVE9GAV,4 - The source is somewhat reliable,"",MR9ZWVMJJQ3D,5 - The source is fully reliable,"",64AFFXCKWR7N
c922bd56-1b23-4564-ad18-0d503403e781,cdc-gov_20170703T010627.conll.annot,20,4 5,www.cdc.gov,some people,1 - The source is totally unreliable,"",DXWH4J7X6RGH,2 - The source is somewhat unreliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",2GKTZAGQYCN4,1 - The source is totally unreliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",NKJG9Q32MFF2,2 - The source is somewhat unreliable,"",VPA49GVE9GAV,3 - The source is potentially reliable,"",4ACJA6QTDYMG
c9af70d7-5e6c-46e8-81a3-833558b0313e,thinktwice-com_20170627T191857.conll.annot,297,1 2,www.thinktwice.com,The doctor,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",VPA49GVE9GAV,2 - The source is somewhat unreliable,"",7R2NKCJQNXPP,1 - The source is totally unreliable,"",MR9ZWVMJJQ3D
cae78cbf-4de8-4eed-8376-dde5c1e75259,Science-News-for-Students_20160715T223017.conll.annot,40,8 9 10 11 12,Science News for Students,this coauthor of the study,3 - The source is potentially reliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,4 - The source is somewhat reliable,"",MR9ZWVMJJQ3D,3 - The source is potentially reliable,"",7YG43VN77NW3,3 - The source is potentially reliable,"",4ACJA6QTDYMG,2 - The source is somewhat unreliable,"",VPA49GVE9GAV
caeb2447-3d93-4a8b-b4b4-76e0b70beb18,National-Vaccine-Information-Center-(NVIC)_20170616T025538.conll.annot,32,2 3,National Vaccine Information Center (NVIC),The CDC,5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",J7JETG7VHPMK,5 - The source is fully reliable,"",2GKTZAGQYCN4,5 - The source is fully reliable,"",4ACJA6QTDYMG,4 - The source is somewhat reliable,"",7R2NKCJQNXPP,4 - The source is somewhat reliable,"",NKJG9Q32MFF2,5 - The source is fully reliable,"",VPA49GVE9GAV
cab4de6a-908c-46d7-88d4-c27ba04ffa17,Skeptical-Raptor_20170628T161832.conll.annot,288,33 34,Skeptical Raptor,the Lord,3 - The source is potentially reliable,"",DXWH4J7X6RGH,4 - The source is somewhat reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",2GKTZAGQYCN4,3 - The source is potentially reliable,"",7R2NKCJQNXPP,1 - The source is totally unreliable,"",MR9ZWVMJJQ3D,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,1 - The source is totally unreliable,"",VPA49GVE9GAV
c0bda7c4-ad98-4568-b244-2eaf83344b6d,International-Medical-Council-on-Vaccination_20170308T114510.conll.annot,164,2 3 4 5 6 7 8 9 10 11 12,International Medical Council on Vaccination,a 2009 editorial by Thomas Jefferson of the Cochrane Vaccines Field,5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",NKJG9Q32MFF2,2 - The source is somewhat unreliable,"",N7P6PRKRJCTQ,5 - The source is fully reliable,"",2GKTZAGQYCN4,4 - The source is somewhat reliable,"",4ACJA6QTDYMG,2 - The source is somewhat unreliable,"",VPA49GVE9GAV
8ba77395-bcf4-4221-a1c6-08500c33c60e,drsuzanne-net_20170606T042830.conll.annot,1,37 38 39 40 41,drsuzanne.net,most of the medical profession,3 - The source is potentially reliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,4 - The source is somewhat reliable,"",36DRXJNMPXGF,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",4ACJA6QTDYMG,2 - The source is somewhat unreliable,"",VPA49GVE9GAV
c9f5c605-761d-49ee-bf1a-8efb0d8fd759,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,29,8 9,Stop Mandatory Vaccination,Joann Ciccone-fariello,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",J7JETG7VHPMK,5 - The source is fully reliable,"",2GKTZAGQYCN4,1 - The source is totally unreliable,"",MR9ZWVMJJQ3D,2 - The source is somewhat unreliable,"",VPA49GVE9GAV,1 - The source is totally unreliable,"",64AFFXCKWR7N,2 - The source is somewhat unreliable,"",7R2NKCJQNXPP
c848e85f-5a55-44ad-983c-b89c1640d48d,en-wikipedia-org_20170318T104602.conll.annot,79,20,en.wikipedia.org,Voltaire,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",J7JETG7VHPMK,5 - The source is fully reliable,"",2GKTZAGQYCN4,4 - The source is somewhat reliable,"",7YG43VN77NW3,3 - The source is potentially reliable,"",7R2NKCJQNXPP,4 - The source is somewhat reliable,"",MR9ZWVMJJQ3D,2 - The source is somewhat unreliable,"",VPA49GVE9GAV
c29283b9-c6a4-4aee-addf-4e341e6192aa,latimes-com_20170628T014330.conll.annot,38,22 23 24 25 26 27 28 29 30 31 32 33,latimes.com,"Karen Ernst , who leads the group and oversees its Facebook page",4 - The source is somewhat reliable,"",DXWH4J7X6RGH,2 - The source is somewhat unreliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",N7P6PRKRJCTQ,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,3 - The source is potentially reliable,"",VPA49GVE9GAV,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG,3 - The source is potentially reliable,"",7R2NKCJQNXPP
c13c3f27-fe9d-4fb5-9b1f-d8360643eb06,dogsnaturallymagazine-com_20170804T052804.conll.annot,29,1 2,www.dogsnaturallymagazine.com,The article,1 - The source is totally unreliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",NKJG9Q32MFF2,2 - The source is somewhat unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",2GKTZAGQYCN4,1 - The source is totally unreliable,"",7R2NKCJQNXPP
c657f72e-dbe3-4f8e-9dd7-21cd3955fda5,fodors-com_20161027T194550.conll.annot,276,1 2,www.fodors.com,Our MD,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,4 - The source is somewhat reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG,3 - The source is potentially reliable,"",NKJG9Q32MFF2,3 - The source is potentially reliable,"",2GKTZAGQYCN4,3 - The source is potentially reliable,"",7YG43VN77NW3
c407971a-180d-491f-acd9-d81b28846b0b,historyofvaccines-org_20161124T080529.conll.annot,2,1 2 3,www.historyofvaccines.org,Donald J. Trump,5 - The source is fully reliable,"",DXWH4J7X6RGH,2 - The source is somewhat unreliable,"",NKJG9Q32MFF2,1 - The source is totally unreliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",2GKTZAGQYCN4,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,1 - The source is totally unreliable,"",4ACJA6QTDYMG,1 - The source is totally unreliable,"",7R2NKCJQNXPP
b88b212e-5cff-48f6-adaf-31e548d58cda,thinktwice-com_20170627T191857.conll.annot,408,2 3,www.thinktwice.com,The doctor,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",NKJG9Q32MFF2,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",2GKTZAGQYCN4,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",7R2NKCJQNXPP
bcd4db9b-a906-45c3-9755-4c9259af2c95,avn-org-au_20170316T033821.conll.annot,9,1 2 3 4 5 6 7 8,avn.org.au,Most doctors I spoke to at the time,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",4QHKZTW26XFW,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,2 - The source is somewhat unreliable,"",2GKTZAGQYCN4,3 - The source is potentially reliable,"",N7P6PRKRJCTQ,1 - The source is totally unreliable,"",MR9ZWVMJJQ3D,3 - The source is potentially reliable,"",7R2NKCJQNXPP
c3573f7f-ecc3-48bb-b436-4a90493a202f,Voices-For-Vaccines_20161129T121825.conll.annot,13,1 2 3,Voices For Vaccines,Most practice guidelines,1 - The source is totally unreliable,"",DXWH4J7X6RGH,4 - The source is somewhat reliable,"",J7JETG7VHPMK,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,4 - The source is somewhat reliable,"",7YG43VN77NW3,3 - The source is potentially reliable,"",2GKTZAGQYCN4,2 - The source is somewhat unreliable,"",7R2NKCJQNXPP,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG
c28acef5-5793-45c3-9e55-3e0d79e00a62,CIDRAP_20161223T092534.conll.annot,21,1,CIDRAP,Schuchat,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,2 - The source is somewhat unreliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",N7P6PRKRJCTQ,4 - The source is somewhat reliable,"",NKJG9Q32MFF2,5 - The source is fully reliable,"",7YG43VN77NW3
b889ac80-2dc1-47cf-8083-19721d181015,Washington-Post_20170826T112301.conll.annot,26,2 3 4 5,Washington Post,The medical journal BMJ,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,4 - The source is somewhat reliable,"",N7P6PRKRJCTQ,5 - The source is fully reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,4 - The source is somewhat reliable,"",NKJG9Q32MFF2,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG
bd43825f-2337-42b2-b6d0-d29d53159c5c,unicef-org_20161024T164946.conll.annot,1,5 6,www.unicef.org,the body,1 - The source is totally unreliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",4QHKZTW26XFW,1 - The source is totally unreliable,"",2GKTZAGQYCN4,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,1 - The source is totally unreliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",MR9ZWVMJJQ3D
c10b7c31-b64e-403f-be7f-781816e8dd0e,Scientific-American_20170112T025035.conll.annot,49,7 8 9 10 11 12 13 14 15,Scientific American,more than a fifth of the 534 surveyed physicians,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,4 - The source is somewhat reliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",ZRN7M74DZ3QK,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,4 - The source is somewhat reliable,"",7YG43VN77NW3,2 - The source is somewhat unreliable,"",N7P6PRKRJCTQ,5 - The source is fully reliable,"",MR9ZWVMJJQ3D
baf9421a-138c-47be-b0cc-3d626f78f2ba,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,299,1 2 3,Stop Mandatory Vaccination,Lindy Keil Schultz,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,2 - The source is somewhat unreliable,"",4QHKZTW26XFW,3 - The source is potentially reliable,"",J7JETG7VHPMK,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",2GKTZAGQYCN4,3 - The source is potentially reliable,"",7R2NKCJQNXPP
8db82291-0587-48f2-80ec-dc025069a53f,thinktwice-com_20170627T191857.conll.annot,297,1 2,www.thinktwice.com,The doctor,4 - The source is somewhat reliable,"",NACGRXX7EPCV,3 - The source is potentially reliable,"",DXWH4J7X6RGH,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG,3 - The source is potentially reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",CP3ZZJMQTTK6,2 - The source is somewhat unreliable,"",64AFFXCKWR7N
be2b8a56-1b31-4039-a14e-c37366e4e10b,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,84,9 10,Stop Mandatory Vaccination,Tara Last-albrecht,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,2 - The source is somewhat unreliable,"",4QHKZTW26XFW,3 - The source is potentially reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,1 - The source is totally unreliable,"",NKJG9Q32MFF2,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,1 - The source is totally unreliable,"",7YG43VN77NW3
be7fbf02-e8c5-4e72-8f00-888e5b05672b,Petful_20170310T005844.conll.annot,12,1 2 3 4,Petful,A friend of mine,1 - The source is totally unreliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",4QHKZTW26XFW,1 - The source is totally unreliable,"",ZRN7M74DZ3QK,2 - The source is somewhat unreliable,"",NKJG9Q32MFF2,2 - The source is somewhat unreliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",2GKTZAGQYCN4,4 - The source is somewhat reliable,"",7YG43VN77NW3
ac5ec86d-dd13-4de9-bfc0-61c1d248168e,nytimes-com_20170309T113837.conll.annot,31,20 21 22 23 24,www.nytimes.com,some families who support vaccines,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",4QHKZTW26XFW,2 - The source is somewhat unreliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",NKJG9Q32MFF2,2 - The source is somewhat unreliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",2GKTZAGQYCN4,3 - The source is potentially reliable,"",7R2NKCJQNXPP
b9d6b65d-fb02-4b3d-aa59-7b4ef37ab9b9,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,299,1 2 3,Stop Mandatory Vaccination,Lindy Keil Schultz,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,2 - The source is somewhat unreliable,"",4QHKZTW26XFW,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,3 - The source is potentially reliable,"",J7JETG7VHPMK,1 - The source is totally unreliable,"",NKJG9Q32MFF2,2 - The source is somewhat unreliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",2GKTZAGQYCN4
ba16f536-04b5-4bd2-8a85-201d56d5daa5,nytimes-com_20161229T124138.conll.annot,126,1 2 3 4,www.nytimes.com,Studies using these systems,1 - The source is totally unreliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",4QHKZTW26XFW,3 - The source is potentially reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,4 - The source is somewhat reliable,"",NKJG9Q32MFF2,5 - The source is fully reliable,"",7YG43VN77NW3
b371479c-9cab-4046-ae28-f8eef9323550,The-People's-Chemist_20170219T051704.conll.annot,106,1 2 3 4 5,The People's Chemist,"Dr. Suzanne Humphries , MD",5 - The source is fully reliable,"",4QHKZTW26XFW,5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",NKJG9Q32MFF2,5 - The source is fully reliable,"",2GKTZAGQYCN4,2 - The source is somewhat unreliable,"",N7P6PRKRJCTQ
4ba536b4-5487-4c1d-af7a-5c48632dbd68,Child-Health-Safety_20170626T115833.conll.annot,177,107 108 109 110 111 112,________________Child Health Safety_________________,the medical “ consensus ” view,4 - The source is somewhat reliable,"",HAYXQNYJXRGJ,2 - The source is somewhat unreliable,"",72TDDMF6WWVT,4 - The source is somewhat reliable,"",GK9EVHKJQMGD,2 - The source is somewhat unreliable,"",2ME4D2R27FJK,4 - The source is somewhat reliable,"",YEKG797EK2HT,4 - The source is somewhat reliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",N7P6PRKRJCTQ
b18d3fa4-c350-4ed8-b9df-3f0073b1d376,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,1,26 27,Stop Mandatory Vaccination,Kelly Jo,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,1 - The source is totally unreliable,"",4QHKZTW26XFW,1 - The source is totally unreliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",J7JETG7VHPMK,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,1 - The source is totally unreliable,"",NKJG9Q32MFF2,3 - The source is potentially reliable,"",2GKTZAGQYCN4
b629585b-017c-42c4-89c1-7e84e070e919,greenmedinfo-com_20170703T045312.conll.annot,28,4 5 6 7 8 9,www.greenmedinfo.com,Canadian health officials authoring the report,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",4QHKZTW26XFW,4 - The source is somewhat reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",NKJG9Q32MFF2,5 - The source is fully reliable,"",N7P6PRKRJCTQ,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",MQDZPV3MJTPG
aca5f0eb-8670-4a84-8a6f-50781d58cc4b,Epilepsy-Foundation_20161027T230500.conll.annot,208,17 18 19,Epilepsy Foundation,the attending doctor,3 - The source is potentially reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",4QHKZTW26XFW,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",N7P6PRKRJCTQ,3 - The source is potentially reliable,"",NKJG9Q32MFF2,3 - The source is potentially reliable,"",4ACJA6QTDYMG
b92d154e-e192-4182-ab63-6dc038d6fb6e,immunize-org_20161124T165410.conll.annot,281,3,www.immunize.org,AAP,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",4QHKZTW26XFW,3 - The source is potentially reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",4ACJA6QTDYMG,4 - The source is somewhat reliable,"",NKJG9Q32MFF2,5 - The source is fully reliable,"",2GKTZAGQYCN4,4 - The source is somewhat reliable,"",7R2NKCJQNXPP
adf0c5c7-4510-4be0-8a56-a68ec87e5b78,vaccine-injury-info_20170922T015859.conll.annot,43,1 2 3 4 5,vaccine-injury.info,The manufacturers of these vaccines,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,4 - The source is somewhat reliable,"",4QHKZTW26XFW,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",J7JETG7VHPMK,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG,4 - The source is somewhat reliable,"",2GKTZAGQYCN4
4c39b9ea-33bf-4f4a-a705-c65beeb1d053,en-wikipedia-org_20170318T104602.conll.annot,54,5 6 7 8,en.wikipedia.org,Early travellers to Ethiopia,1 - The source is totally unreliable,"",HAYXQNYJXRGJ,3 - The source is potentially reliable,"",72TDDMF6WWVT,3 - The source is potentially reliable,"",2ME4D2R27FJK,2 - The source is somewhat unreliable,"",YEKG797EK2HT,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,4 - The source is somewhat reliable,"",NACGRXX7EPCV,2 - The source is somewhat unreliable,"",2GKTZAGQYCN4
add004ee-6433-4877-9f4a-7d7e377d9e55,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,24,17 18,Banning-Beaumont CA Patch,the CDC,5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",4QHKZTW26XFW,5 - The source is fully reliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",J7JETG7VHPMK,4 - The source is somewhat reliable,"",4ACJA6QTDYMG,4 - The source is somewhat reliable,"",2GKTZAGQYCN4,4 - The source is somewhat reliable,"",N7P6PRKRJCTQ
b3abd3c2-aecf-419f-adc8-92145f5cfcb6,21st-Century-Wire_20170627T181355.conll.annot,4,18 19,21st Century Wire,the CDC,5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",4QHKZTW26XFW,3 - The source is potentially reliable,"",NKJG9Q32MFF2,5 - The source is fully reliable,"",J7JETG7VHPMK,3 - The source is potentially reliable,"",N7P6PRKRJCTQ,5 - The source is fully reliable,"",2GKTZAGQYCN4,5 - The source is fully reliable,"",ZRN7M74DZ3QK
a6178d42-ad3a-414c-8f23-85ae99fa83bc,vaccine-injury-info_20170922T015859.conll.annot,93,26 27,vaccine-injury.info,news reporters,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,2 - The source is somewhat unreliable,"",4QHKZTW26XFW,1 - The source is totally unreliable,"",NKJG9Q32MFF2,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",J7JETG7VHPMK,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",2GKTZAGQYCN4
b1be097d-ec90-4aa6-abfa-a3c5026dbf06,Heavy-com_20161018T051334.conll.annot,29,1,Heavy.com,Anti-vaxxers,3 - The source is potentially reliable,"",DXWH4J7X6RGH,1 - The source is totally unreliable,"",4QHKZTW26XFW,1 - The source is totally unreliable,"",ZRN7M74DZ3QK,3 - The source is potentially reliable,"",NKJG9Q32MFF2,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",4ACJA6QTDYMG
af89568f-9175-4e22-97f8-0f5c4737590e,thinktwice-com_20170627T225319.conll.annot,137,1 2,www.thinktwice.com,The doctors,3 - The source is potentially reliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",4QHKZTW26XFW,3 - The source is potentially reliable,"",ZRN7M74DZ3QK,1 - The source is totally unreliable,"",NKJG9Q32MFF2,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",64AFFXCKWR7N,3 - The source is potentially reliable,"",2GKTZAGQYCN4
b714d7ad-076d-4ddc-aadf-a5f664b3228d,drsuzanne-net_20170606T042830.conll.annot,87,17 18,drsuzanne.net,most grandparents,2 - The source is somewhat unreliable,"",DXWH4J7X6RGH,3 - The source is potentially reliable,"",4QHKZTW26XFW,2 - The source is somewhat unreliable,"",J7JETG7VHPMK,1 - The source is totally unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",NKJG9Q32MFF2,2 - The source is somewhat unreliable,"",2GKTZAGQYCN4,2 - The source is somewhat unreliable,"",ZRN7M74DZ3QK
b4134784-9f6a-401f-b100-aa961ebb9554,The-People's-Chemist_20170219T051704.conll.annot,54,1 2 3 4 5,The People's Chemist,The Medical Journal of Australia,4 - The source is somewhat reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",ZRN7M74DZ3QK,4 - The source is somewhat reliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",N7P6PRKRJCTQ,2 - The source is somewhat unreliable,"",NKJG9Q32MFF2,5 - The source is fully reliable,"",2GKTZAGQYCN4,5 - The source is fully reliable,"",64AFFXCKWR7N
b30cd33f-461a-44a8-9666-c848051ec778,National-Vaccine-Information-Center-(NVIC)_20170616T025538.conll.annot,32,2 3,National Vaccine Information Center (NVIC),The CDC,5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",4QHKZTW26XFW,5 - The source is fully reliable,"",ZRN7M74DZ3QK,4 - The source is somewhat reliable,"",N7P6PRKRJCTQ,5 - The source is fully reliable,"",J7JETG7VHPMK,5 - The source is fully reliable,"",2GKTZAGQYCN4,3 - The source is potentially reliable,"",NKJG9Q32MFF2
b443991d-b9ed-4c6e-ac8f-6c53ef06b12e,oredigger-net_20160729T150530.conll.annot,4,3 4 5 6 7 8 9 10,oredigger.net,the Centers for Disease Control ( CDC ),5 - The source is fully reliable,"",DXWH4J7X6RGH,5 - The source is fully reliable,"",4QHKZTW26XFW,5 - The source is fully reliable,"",ZRN7M74DZ3QK,5 - The source is fully reliable,"",N7P6PRKRJCTQ,5 - The source is fully reliable,"",J7JETG7VHPMK,2 - The source is somewhat unreliable,"",NKJG9Q32MFF2,5 - The source is fully reliable,"",2GKTZAGQYCN4
