number_of_responses,task_id,file_id,sentence,tokens_id,publisher,source,What is your perceived reliability of this source of information?,Agreement %: What is your perceived reliability of this source of information?,Optional Comments:
7,c3d99fb2-2a19-4512-bf1d-c8fbc78c5182,huffingtonpost-com_20170918T144729.conll.annot,16,3 4,www.huffingtonpost.com,Dr. Hotez,3 - The source is potentially reliable,0.57,""
7,c2a43386-662b-4504-9068-933985adf3ff,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,116,1 2,Stop Mandatory Vaccination,The doctors,1 - The source is totally unreliable,0.43,""
7,c0991ae3-5bf7-4627-ac71-d0f1c99a0eba,PublicHealth-org_20170623T200727.conll.annot,11,1,PublicHealth.org,Research,3 - The source is potentially reliable,0.57,""
7,a7f3ccdb-6ef6-4ef1-9f98-29116e7b104a,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,195,5 6 7 8 9 10 11 12 13 14 15 16,Stop Mandatory Vaccination,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,",1 - The source is totally unreliable,0.57,""
7,bf556fca-2310-42b6-b68d-7cd1dd67873d,ABC-News_20170511T203024.conll.annot,12,42,ABC News,Schaffner,3 - The source is potentially reliable,0.43,""
7,bdacd199-fec1-4b39-af54-38c2dbc947f0,cid-oxfordjournals-org_20161019T051428.conll.annot,168,48 49 50 51 52 53,cid.oxfordjournals.org,"[ 33 , section 113.6 ]",3 - The source is potentially reliable,0.29,""
7,c10c6815-5129-4169-99e9-5f3ce1c40478,The-People's-Chemist_20170219T051704.conll.annot,89,15 16 17,The People's Chemist,the pharmaceutical companies,2 - The source is somewhat unreliable,0.29,""
7,bf35e9bc-2f65-4a3f-98d7-00e5da986a0a,NPR-org_20170313T074645.conll.annot,2,18 19 20,NPR.org,state health officials,5 - The source is fully reliable,0.57,""
7,bef7be35-ee92-4559-b7fd-7567cbcadf83,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,195,5 6 7 8 9 10 11 12 13 14 15 16,Stop Mandatory Vaccination,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,",4 - The source is somewhat reliable,0.43,""
7,be68dc3c-96a5-40e5-9719-4099e8a132e4,NY-Daily-News_20160704T092017.conll.annot,15,37,NY Daily News,Majumder,4 - The source is somewhat reliable,0.29,""
7,bea6479c-644a-4141-8e2f-91d0c5464b49,Backyard-Secret-Exposed_20161021T055227.conll.annot,54,2 3 4 5 6,Backyard Secret Exposed,"Del Bigtree , Producer ,",2 - The source is somewhat unreliable,0.43,""
7,be036cea-c7c0-4d8b-9122-2348e12808f0,cdc-gov_20170614T145809.conll.annot,26,13 14 15 16 17,www.cdc.gov,29 ( 43 % ),5 - The source is fully reliable,0.29,""
7,b6bd1176-a49a-4a1e-b789-8119b6a0f4c7,NaturalNews_20170704T132504.conll.annot,9,1 2,NaturalNews,Dr. Ngare,3 - The source is potentially reliable,0.43,""
7,bc9ae7f8-e619-4bcb-9222-29a14583b561,greenmedinfo-com_20170703T045312.conll.annot,35,10 11 12 13 14 15 16 17 18 19,www.greenmedinfo.com,the MMR vaccine 's manufacturer Merck 's own product insert,4 - The source is somewhat reliable,0.57,""
7,bd542b97-d4be-4fa7-9830-5af2f58fc310,ncbi-nlm-nih-gov_20160228T014103.conll.annot,6,1 2 3 4 5 6 7 8 9 10 11 12,www.ncbi.nlm.nih.gov,Serologic studies in 2 dogs and virus isolation from the 3rd dog,5 - The source is fully reliable,0.43,""
7,bdce251a-18e2-4820-bab7-a36d7c89beaf,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,1 - The source is totally unreliable,0.43,""
7,bc415df0-4660-4307-88a3-271474f4ea95,Parents_20170705T132137.conll.annot,14,4 5 6 7 8 9,Parents,the vast majority of medical experts,3 - The source is potentially reliable,0.43,""
7,bb07435a-b441-4fbf-8489-b98eba4aedce,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,3 - The source is potentially reliable,0.29,""
7,bcc270ad-a846-49bd-8c87-5d08796be8e9,Science-|-AAAS_20170707T030050.conll.annot,5,1 2 3 4,Science | AAAS,The startling case study,4 - The source is somewhat reliable,0.71,""
7,b95c52e5-9458-4e73-9196-25b2439b4f2c,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,3 - The source is potentially reliable,0.57,""
7,bb5c82b9-da6e-458a-a294-0d4842221abd,vk-ovg-ox-ac-uk_20170821T010049.conll.annot,38,1,vk.ovg.ox.ac.uk,Sister,1 - The source is totally unreliable,0.29,""
7,bad0cde6-37d4-4eaf-8f75-38359e9faf6c,fitfortravel-scot-nhs-uk_20160608T202918.conll.annot,39,17,www.fitfortravel.scot.nhs.uk,evidence,3 - The source is potentially reliable,0.71,""
7,b8ca4669-1a4f-438e-a99f-885ebb5aec87,CNN_20170808T234859.conll.annot,17,1 2,CNN,Vaccine experts,4 - The source is somewhat reliable,0.57,""
7,bd75349d-46e9-49fe-b438-a61295a09cfe,vk-ovg-ox-ac-uk_20170912T071447.conll.annot,11,3,vk.ovg.ox.ac.uk,experts,3 - The source is potentially reliable,0.57,""
7,b2f55f80-697e-4883-9594-ca6788ef6808,21st-Century-Wire_20170627T181355.conll.annot,52,24 25 26 27 28,21st Century Wire,the media ’s hysterical storyline,1 - The source is totally unreliable,0.86,""
7,bb68f3c5-25f9-4ad0-af4d-2e2368b6046e,NaturalNews_20170706T012448.conll.annot,7,1 2 3 4 5,NaturalNews,The esteemed Johns Hopkins Hospital,4 - The source is somewhat reliable,0.43,""
7,b8cfe60f-c8f4-4b72-9673-d3233c160d60,thinktwice-com_20170627T225319.conll.annot,140,2 3,www.thinktwice.com,my parents,1 - The source is totally unreliable,0.71,""
7,b80513e1-8194-4a9d-92d8-f884be70c535,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,1 - The source is totally unreliable,0.43,""
7,b65c92ef-bbe0-4e1c-8538-792409c88d8c,greenmedinfo-com_20170702T213636.conll.annot,14,1 2,www.greenmedinfo.com,The researchers,3 - The source is potentially reliable,0.43,""
7,b8eb92fe-8750-443f-aa10-cde9a6118012,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",4 - The source is somewhat reliable,0.57,""
7,b3a5167f-db14-44bb-bbc8-3c70417d04a6,reasonable-hank_20170912T094538.conll.annot,15,1,reasonable hank,Wakefield,1 - The source is totally unreliable,0.43,""
7,b654eee9-6e79-4651-80d0-5da3034ca833,Atlas-Monitor_20160703T084322.conll.annot,7,17 18 19 20,Atlas Monitor,the mainstream media who,3 - The source is potentially reliable,0.43,""
7,b125ca0f-042f-4181-8b7e-c622f7269045,Vaccine-Impact_20160729T094056.conll.annot,25,1 2,Vaccine Impact,Other doctors,3 - The source is potentially reliable,0.57,""
7,b8107731-afbe-4340-b461-4e0321200dd1,Nature-News-&-Comment_20170321T211158.conll.annot,42,1 2,Nature News & Comment,Kennedy ’s,2 - The source is somewhat unreliable,0.43,""
7,b654f722-1cc2-4255-ab3f-eb2185d154dc,WIRED_20170525T041726.conll.annot,29,10 11 12 13 14 15 16 17 18 19 20 21 22 23 24,WIRED,"Cristina Cassetti , program officer at the National Institute of Allergy and Infectious Diseases ,",4 - The source is somewhat reliable,0.86,""
7,adde3222-14a5-4139-9df1-1065fc1619ed,Global-Freedom-Movement_20170830T214655.conll.annot,50,1 2 3 4 5,Global Freedom Movement,Much of the mainstream media,1 - The source is totally unreliable,0.57,""
7,a3ec7ef1-93b4-4674-8ec5-10f739795353,California-Healthline_20150817T012959.conll.annot,5,16 17 18 19 20 21 22 23 24 25 26 27 28 29,California Healthline,"\"" shots \"" ( Hensley , \"" Shots , \"" NPR , 3/16 )",3 - The source is potentially reliable,0.43,""
7,b088f33e-a0f7-4df5-8d95-0d6c93325cc7,NaturalNews_20170707T040258.conll.annot,15,1 2,NaturalNews,Stephen Krahling,2 - The source is somewhat unreliable,0.29,""
7,b0bd2f5a-e280-4416-be49-1e1ea55b711d,Washington-Post_20170826T112301.conll.annot,38,3 4,Washington Post,immunization advocates,3 - The source is potentially reliable,0.43,""
7,b2649acb-d2dd-412b-934a-3a40a91e29c7,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,3 - The source is potentially reliable,0.43,""
7,a58f690a-5333-4cae-9e60-40f9755cb7c7,State-of-Health_20160131T151029.conll.annot,22,1,State of Health,Majumder,3 - The source is potentially reliable,0.43,""
7,ad722132-f7e2-43c3-aa1f-8597e59b2c7c,vaccine-injury-info_20170922T015859.conll.annot,34,1 2 3 4,vaccine-injury.info,An anonymous UK nurse,1 - The source is totally unreliable,0.57,""
7,b151cda2-b4ea-4e1d-8b62-512a250370f1,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.57,""
7,abae2965-9a22-4668-b3b4-177a6ccc81aa,Science-|-AAAS_20170707T030050.conll.annot,5,1 2 3 4,Science | AAAS,The startling case study,3 - The source is potentially reliable,0.43,""
7,abf2bd85-991e-40c7-b341-41d1e7c8e210,drsuzanne-net_20170606T042830.conll.annot,106,5 6 7 8 9 10 11 12 13 14,drsuzanne.net,a controlled study published in BMJ in school age children,2 - The source is somewhat unreliable,0.57,""
7,aba35bcc-9938-4635-9457-9b1af1ac0ec1,sharylattkisson-com_20171001T192931.conll.annot,11,1 2,sharylattkisson.com,Many Studies,3 - The source is potentially reliable,0.29,""
7,afe65918-8088-4f6c-a5cf-3068399a23ee,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,4 - The source is somewhat reliable,0.57,""
7,ae7c589e-bb8e-4cc6-8eb4-f0ad4654bc24,vk-ovg-ox-ac-uk_20170821T010049.conll.annot,38,1,vk.ovg.ox.ac.uk,Sister,1 - The source is totally unreliable,0.43,""
7,ac8cb9f0-337a-4d83-bdb5-cd5f031372db,National-Vaccine-Information-Center-(NVIC)_20170701T193111.conll.annot,37,1 2 3,National Vaccine Information Center (NVIC),Some observational studies,3 - The source is potentially reliable,0.43,""
7,a98d9a4d-37f1-4950-be6e-70fb1ff2e321,@berkeleywellness_20170709T195101.conll.annot,13,3 4,@berkeleywellness,an article,3 - The source is potentially reliable,0.43,""
7,aacdeb3e-9b90-40a8-beda-0326e9dc4605,Kid-Nurse_20170627T195033.conll.annot,61,4 5,Kid Nurse,Jeffrey Kluger,2 - The source is somewhat unreliable,0.29,""
7,ac5dddad-50b1-4b6b-9451-57a8e3972c42,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,4 - The source is somewhat reliable,0.71,""
7,a676b599-74e0-43a2-ae32-0c3c47eb58c5,tripadvisor-com_20150223T054324.conll.annot,78,2,www.tripadvisor.com,anybody,1 - The source is totally unreliable,0.43,""
7,abd65eef-9ded-43d1-9820-f9ab481b8b3c,dogsnaturallymagazine-com_20170804T052804.conll.annot,58,4,www.dogsnaturallymagazine.com,Banfield,3 - The source is potentially reliable,0.43,""
7,ac2f4cb4-ab76-4187-8a94-6a03141775c9,LifeSiteNews_20170611T045238.conll.annot,5,1 2 3,LifeSiteNews,Priests throughout Kenya,2 - The source is somewhat unreliable,0.43,""
7,a5071249-1188-4832-8f4c-20b2f49878fb,AGE-OF-AUTISM_20170620T044415.conll.annot,146,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,AGE OF AUTISM,"Laura Hayes Mother of Vaccine Injured Children Passionate about educating others and encouraging them to learn about the myriad dangers and inefficacies of vaccines , the fallacy of the theory behind them , and the vast web of fraud and deception involved in supporting and mandating them",2 - The source is somewhat unreliable,0.43,""
7,a956266d-86de-4167-93e3-113322710991,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,1 - The source is totally unreliable,0.57,""
7,7ee1da8e-e553-4901-aa31-36c57519692b,The-People's-Chemist_20170219T051704.conll.annot,113,1 2,The People's Chemist,Vaccine supporters,2 - The source is somewhat unreliable,0.43,""
7,a562a814-4fca-4f71-b6f1-0055034c009e,fitfortravel-scot-nhs-uk_20160608T202918.conll.annot,39,17,www.fitfortravel.scot.nhs.uk,evidence,5 - The source is fully reliable,0.29,""
7,a79ee655-b75f-4c6e-a6e1-bbfaf09c2f64,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,195,5 6 7 8 9 10 11 12 13 14 15 16,Stop Mandatory Vaccination,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,",1 - The source is totally unreliable,0.43,""
7,a7b5c5b4-b5ea-4f61-8c48-9e191e072d18,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,3 - The source is potentially reliable,0.43,""
7,a479c4e8-d561-4098-a634-0e7f7a4dbc4e,greenmedinfo-com_20170702T213636.conll.annot,14,1 2,www.greenmedinfo.com,The researchers,3 - The source is potentially reliable,0.71,""
7,a4d9df07-c384-46b6-a5b4-647b86a7fdb8,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,1 - The source is totally unreliable,0.43,""
7,852f5154-80c1-4160-a660-c4870b5078d0,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,3 - The source is potentially reliable,0.43,""
7,a18ba499-ee43-44c4-80d7-201530720f3a,NPR-org_20170313T074645.conll.annot,2,18 19 20,NPR.org,state health officials,4 - The source is somewhat reliable,0.86,""
7,9dac298e-cb9b-44bd-8da1-3a4c78d0af4a,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,3 - The source is potentially reliable,0.43,""
7,a1aab7f2-14d1-46b6-8e9b-011174caa545,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,1 - The source is totally unreliable,0.43,""
7,a1c0ea50-66b5-422d-8c3e-1db931d27d15,ncbi-nlm-nih-gov_20160228T014103.conll.annot,6,1 2 3 4 5 6 7 8 9 10 11 12,www.ncbi.nlm.nih.gov,Serologic studies in 2 dogs and virus isolation from the 3rd dog,4 - The source is somewhat reliable,0.43,""
7,97980d2f-632e-4f02-8600-86a24a7ab6fa,Variety_20170614T212541.conll.annot,26,10,Variety,researchers,3 - The source is potentially reliable,0.86,""
7,9ac60e00-05e9-4312-a31d-625cd409d150,avn-org-au_20170316T033821.conll.annot,87,1 2,avn.org.au,Health departments,4 - The source is somewhat reliable,0.71,""
7,a01f34fa-58a1-4bb3-9356-d643d44b3909,Kid-Nurse_20170627T195033.conll.annot,61,4 5,Kid Nurse,Jeffrey Kluger,2 - The source is somewhat unreliable,0.43,""
7,a324384b-0e28-458e-9e68-2a443a4a30a6,greenmedinfo-com_20170703T045312.conll.annot,35,10 11 12 13 14 15 16 17 18 19,www.greenmedinfo.com,the MMR vaccine 's manufacturer Merck 's own product insert,3 - The source is potentially reliable,0.57,""
7,a28ebcf6-7649-4acd-9ae8-b74e6af62eb9,greenmedinfo-com_20170702T213636.conll.annot,24,18 19 20 21,www.greenmedinfo.com,a recent Chinese study,3 - The source is potentially reliable,0.57,""
7,9c52e7df-acab-440c-84bb-c4f525a110f9,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,3 - The source is potentially reliable,0.43,""
7,a0f83b94-e46d-4ef2-a833-a607eba9aaef,ncbi-nlm-nih-gov_20160228T014103.conll.annot,6,1 2 3 4 5 6 7 8 9 10 11 12,www.ncbi.nlm.nih.gov,Serologic studies in 2 dogs and virus isolation from the 3rd dog,4 - The source is somewhat reliable,0.57,""
7,a15cca6e-ee56-4cb8-bac0-eb283be1ea8f,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,3 - The source is potentially reliable,0.43,""
7,96568e8a-dab0-4652-ae11-77501a4cf076,California-Healthline_20150817T012959.conll.annot,1,22 23 24 25 26 27 28,California Healthline,research published on Monday in JAMA Pediatrics,3 - The source is potentially reliable,0.43,""
7,997efbbd-4d5d-454b-93e3-1e0f9347eba3,netmums-com_20160105T011148.conll.annot,108,22 23,www.netmums.com,the article,2 - The source is somewhat unreliable,0.57,""
7,9b47d6ae-3faa-417d-8d31-46adac3195c1,immunizeforgood-com_20170626T232640.conll.annot,8,3 4 5 6 7 8 9 10 11 12,www.immunizeforgood.com,the Centers for Disease Control and Prevention ( CDC ),5 - The source is fully reliable,0.71,""
7,5ae0fbbf-8a01-45cf-a1e4-ccd00c2972c3,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,3 - The source is potentially reliable,0.29,""
7,9d1586be-12e6-47b5-ad93-6b59f23fede9,Child-Health-Safety_20170626T115833.conll.annot,352,3 4 5 6,________________Child Health Safety_________________,no sound scientific evidence,1 - The source is totally unreliable,0.43,""
7,9af5dfc3-02cf-4beb-9141-e0bb53958926,blogs-cdc-gov_20170616T233823.conll.annot,49,6 7,blogs.cdc.gov,my kids,2 - The source is somewhat unreliable,0.43,""
7,991c98a9-00a7-4200-8462-f7a4fa0a63a1,thinktwice-com_20170627T225319.conll.annot,150,8 9 10 11 12 13 14,www.thinktwice.com,the nursing school where I am enrolled,3 - The source is potentially reliable,0.43,""
7,9738fedd-6427-4c61-96d2-272c38e0b7d5,drsuzanne-net_20170606T042830.conll.annot,45,3 4,drsuzanne.net,the advice,2 - The source is somewhat unreliable,0.57,""
7,9ac448af-ce47-4107-b381-44b1b7550a04,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,1 - The source is totally unreliable,0.43,""
7,9627f1a5-1dbc-493e-be25-cf3626543759,Washington-Post_20170826T112301.conll.annot,38,3 4,Washington Post,immunization advocates,3 - The source is potentially reliable,0.57,""
7,9599aec4-ad13-4f80-a31d-653a962f33e0,The-People's-Chemist_20170219T051704.conll.annot,89,15 16 17,The People's Chemist,the pharmaceutical companies,2 - The source is somewhat unreliable,0.43,""
7,99a71501-effb-444d-9c54-29cc36c12352,drsuzanne-net_20170606T042830.conll.annot,45,3 4,drsuzanne.net,the advice,1 - The source is totally unreliable,0.43,""
7,974cbedd-5c6b-4e56-b7a5-aaf61566793a,vk-ovg-ox-ac-uk_20170821T010049.conll.annot,38,1,vk.ovg.ox.ac.uk,Sister,1 - The source is totally unreliable,0.71,""
7,967388d7-5a11-4db3-9a5f-0dad5f976000,tripadvisor-com_20150223T054324.conll.annot,78,2,www.tripadvisor.com,anybody,1 - The source is totally unreliable,0.43,""
7,975a0692-c35b-4317-b121-b8767c010cac,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,1 - The source is totally unreliable,0.43,""
7,8dca521a-8a08-42f8-93f4-257555842071,dogsnaturallymagazine-com_20170804T052804.conll.annot,58,4,www.dogsnaturallymagazine.com,Banfield,2 - The source is somewhat unreliable,0.86,""
7,93025d15-4477-4d06-8b10-840efbf6813e,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,1 - The source is totally unreliable,0.57,""
7,9321da74-bb0a-49fd-8975-b5c372090c87,Backyard-Secret-Exposed_20161021T055227.conll.annot,54,2 3 4 5 6,Backyard Secret Exposed,"Del Bigtree , Producer ,",1 - The source is totally unreliable,0.43,""
7,8ce401ea-d80c-4eb3-bac9-e422677c2049,Parents_20170705T132137.conll.annot,38,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 34 35,Parents,"the U.S. Court of Federal Claims , Office of Special Masters , a group of judges appointed to handle cases of families believe immunizations were responsible for their child 's autism",3 - The source is potentially reliable,0.43,""
7,95cfe935-7768-4d00-9458-ff9a1e6722d8,Health-Impact-News_20170428T192431.conll.annot,52,25 26 27 28 29 30 31 32 33 34 35 36 37 38,Health Impact News,"Studies from Canada , Denmark , Germany , France , and the United States",3 - The source is potentially reliable,0.71,""
7,94d1faf8-b8d1-47f6-a5cc-0a201fc620c7,cdc-gov_20170618T093441.conll.annot,40,21 22,www.cdc.gov,one study,3 - The source is potentially reliable,0.43,""
7,95a961bd-6849-4402-90e1-fa2c7f71b9b6,21st-Century-Wire_20170627T181355.conll.annot,52,24 25 26 27 28,21st Century Wire,the media ’s hysterical storyline,1 - The source is totally unreliable,0.86,""
7,75e5c2dc-1b0d-41cc-8e2f-2d4c2e497c0c,thinktwice-com_20170627T225319.conll.annot,140,2 3,www.thinktwice.com,my parents,1 - The source is totally unreliable,0.57,""
7,837af242-19ba-4488-b4c3-007ada24a63a,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,3 - The source is potentially reliable,0.43,""
7,893de91f-d633-4ca7-8f56-f2a391fc388b,LifeSiteNews_20170611T045238.conll.annot,5,1 2 3,LifeSiteNews,Priests throughout Kenya,2 - The source is somewhat unreliable,0.43,""
7,91afad57-84e6-44e1-83c7-0379189458a9,POLITICO_20170925T004222.conll.annot,7,14 15,POLITICO,a study,3 - The source is potentially reliable,0.71,""
7,6e34ab24-3cd3-4628-84dc-439a5940ef36,Vaccine-Impact_20160729T094056.conll.annot,25,1 2,Vaccine Impact,Other doctors,2 - The source is somewhat unreliable,0.57,""
7,84535db9-0ff9-4195-9fce-ce2e1733f20e,21st-Century-Wire_20170627T181355.conll.annot,52,24 25 26 27 28,21st Century Wire,the media ’s hysterical storyline,1 - The source is totally unreliable,0.86,""
7,8482d323-e8f5-4cbf-bb35-0eb939570526,POLITICO_20170925T004222.conll.annot,7,14 15,POLITICO,a study,3 - The source is potentially reliable,0.43,""
7,8d45cfe0-bba1-450b-b34f-a22c4c344e65,biology-stackexchange-com_20161125T190915.conll.annot,14,2 3,biology.stackexchange.com,Prasad Shrivatsa,2 - The source is somewhat unreliable,0.71,""
7,8af43db9-00e7-460c-af22-a2475e6e1d1f,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.57,""
7,84f62bd6-bcf4-43b9-8e55-3bd6cce479c6,nap-edu_20160617T022642.conll.annot,55,35 36 37 38 39,www.nap.edu,"Conway et al. , 1993",3 - The source is potentially reliable,0.57,""
7,8e39ea83-b943-45f1-8c66-29059b034200,VaxTruth-org_20170606T065016.conll.annot,94,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22,VaxTruth.org,"MMWR Measles in an Immunized School-Aged Population — New Mexico Vol 34 , No 04 ; 052 02/01 / 1985",5 - The source is fully reliable,0.43,""
7,8fc08baa-96f3-4930-a370-46d9b87caba3,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,4 - The source is somewhat reliable,0.57,""
7,538c4d4e-1520-4bcc-95f8-7de38c626161,greenmedinfo-com_20170702T213636.conll.annot,14,1 2,www.greenmedinfo.com,The researchers,3 - The source is potentially reliable,0.71,""
7,8bf9d875-f5cd-49b1-8e61-d7b6717ae2aa,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.71,""
7,82d504fa-d24a-4fee-a64d-8b9224df98c3,Child-Health-Safety_20170626T115833.conll.annot,352,3 4 5 6,________________Child Health Safety_________________,no sound scientific evidence,1 - The source is totally unreliable,0.57,""
7,7f30ae55-1d8d-4fbc-bb14-773e6e3978e2,@berkeleywellness_20170709T195101.conll.annot,13,3 4,@berkeleywellness,an article,2 - The source is somewhat unreliable,0.57,""
7,8661bce6-c0a1-4225-928a-c4ea8a1cefc0,WebMD_20161211T172512.conll.annot,32,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,WebMD,"Gregory Poland , MD , director of the Mayo Clinic 's Vaccine Research Group ,",5 - The source is fully reliable,0.57,""
7,84d45ab6-360a-4c80-b787-429c79082bdc,The-People's-Chemist_20170219T051704.conll.annot,89,15 16 17,The People's Chemist,the pharmaceutical companies,3 - The source is potentially reliable,0.57,""
7,882b01b3-93d7-4ae3-a7a6-a412bc5d89d0,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,1 - The source is totally unreliable,0.43,""
7,8319ff03-798d-4731-a9b5-ca8ecac4acf1,@berkeleywellness_20170709T195101.conll.annot,13,3 4,@berkeleywellness,an article,2 - The source is somewhat unreliable,0.57,""
7,829e3082-5496-4d13-945f-793d3fbbae72,en-wikipedia-org_20170412T054820.conll.annot,40,24 25 26,en.wikipedia.org,A 2004 study,3 - The source is potentially reliable,1.0,""
7,7f826700-025f-4f4b-a41e-092e4e28564c,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",4 - The source is somewhat reliable,0.43,""
7,84e6eed6-1d2f-4c82-a523-cae897414339,PublicHealth-org_20170623T200727.conll.annot,11,1,PublicHealth.org,Research,3 - The source is potentially reliable,0.43,""
7,80b0ac36-49e3-42a5-9271-1cb578003035,Backyard-Secret-Exposed_20161021T055227.conll.annot,54,2 3 4 5 6,Backyard Secret Exposed,"Del Bigtree , Producer ,",2 - The source is somewhat unreliable,0.43,""
7,827227a2-69ea-4aeb-b180-f59f49710126,nytimes-com_20170309T113837.conll.annot,8,1 2 3,www.nytimes.com,The White House,4 - The source is somewhat reliable,0.43,""
7,7d3e7fb3-0b1f-4446-a2a3-74e4f99916b6,NaturalNews_20170704T132504.conll.annot,1,29 30 31 32 33 34 35 36 37,NaturalNews,"the Kenya Catholic Doctors Association , a pro-vaccine organization",4 - The source is somewhat reliable,0.57,""
7,7c26d003-8d82-46d8-8311-b9c092093a8b,ABC-News_20170511T203024.conll.annot,12,42,ABC News,Schaffner,4 - The source is somewhat reliable,0.29,""
7,7a0016b1-c251-454a-94c4-6855e7683406,blogs-cdc-gov_20170616T233823.conll.annot,49,6 7,blogs.cdc.gov,my kids,1 - The source is totally unreliable,0.57,""
7,82235c21-8445-4af2-96cc-f62696696652,Parents_20170705T132137.conll.annot,38,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 34 35,Parents,"the U.S. Court of Federal Claims , Office of Special Masters , a group of judges appointed to handle cases of families believe immunizations were responsible for their child 's autism",3 - The source is potentially reliable,0.57,""
7,7862e7d9-d2f7-445e-8991-6ba126c1aaf9,WebMD_20161211T172512.conll.annot,41,22,WebMD,Poland,3 - The source is potentially reliable,0.71,""
7,7e301c58-0a01-4bea-a971-a1b9d1411f79,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",5 - The source is fully reliable,0.43,""
7,82b15688-38e4-47a6-b6e4-81b562bd0afe,nature-com_20170423T083747.conll.annot,3,4,www.nature.com,Salamone,3 - The source is potentially reliable,0.29,""
