number_of_responses,task_id,file_id,sentence,tokens_id,publisher,source,What is your perceived reliability of this source of information?,Agreement %: What is your perceived reliability of this source of information?,Optional Comments:
7,c34fd33f-620e-4eed-a403-1daf145806c0,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,4 - The source is somewhat reliable,0.43,""
7,badc5d9e-b4a0-4c29-a424-c3401257fcfd,Backyard-Secret-Exposed_20161021T055227.conll.annot,54,2 3 4 5 6,Backyard Secret Exposed,"Del Bigtree , Producer ,",2 - The source is somewhat unreliable,0.43,""
7,baefe7b4-ad1e-4af0-8714-abcb96d77ec4,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,2 - The source is somewhat unreliable,0.71,""
7,bd5df92d-2ea8-4302-a9b1-ba2240fb12f7,vk-ovg-ox-ac-uk_20170821T010049.conll.annot,38,1,vk.ovg.ox.ac.uk,Sister,1 - The source is totally unreliable,0.29,""
7,b03b47f4-1807-4b59-9e91-81bf92bf88d6,cid-oxfordjournals-org_20161019T051428.conll.annot,168,48 49 50 51 52 53,cid.oxfordjournals.org,"[ 33 , section 113.6 ]",I don't know.,0.43,""
7,ba2fb781-5134-43fa-8fe1-2b624719a87d,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,2 - The source is somewhat unreliable,0.43,""
7,b90b074f-73ee-4956-bff0-832011d3c01a,fitfortravel-scot-nhs-uk_20160608T202918.conll.annot,39,17,www.fitfortravel.scot.nhs.uk,evidence,2 - The source is somewhat unreliable,0.43,""
7,b431413a-75e2-49cf-bb44-e3c62e38376e,The-People's-Chemist_20170219T051704.conll.annot,89,15 16 17,The People's Chemist,the pharmaceutical companies,2 - The source is somewhat unreliable,0.43,""
7,b96c087c-5a05-4a56-9c81-d79fbec0ea7b,Atlas-Monitor_20160703T084322.conll.annot,7,17 18 19 20,Atlas Monitor,the mainstream media who,2 - The source is somewhat unreliable,0.57,""
7,b6deb1e4-c3ac-4067-96e4-4bedb93b54be,National-Vaccine-Information-Center-(NVIC)_20170701T193111.conll.annot,37,1 2 3,National Vaccine Information Center (NVIC),Some observational studies,3 - The source is potentially reliable,0.43,""
7,b75b0196-bb9b-41f7-b8c7-0acb159fe6c0,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,3 - The source is potentially reliable,0.71,""
7,b7c5839d-0f86-4aab-b558-8f94445ed0d0,thinktwice-com_20170627T225319.conll.annot,150,8 9 10 11 12 13 14,www.thinktwice.com,the nursing school where I am enrolled,3 - The source is potentially reliable,0.43,""
7,b073caf0-3a04-4563-af60-1edb0f1771db,netmums-com_20160105T011148.conll.annot,108,22 23,www.netmums.com,the article,2 - The source is somewhat unreliable,0.43,""
7,b58c28b9-1ef2-4676-849e-b9cdb9a97fd8,PublicHealth-org_20170623T200727.conll.annot,11,1,PublicHealth.org,Research,3 - The source is potentially reliable,0.57,""
7,b5f33928-4e74-419f-85c9-174b8d460b6d,Science-News_20170517T164904.conll.annot,68,12,Science News,Durbin,3 - The source is potentially reliable,0.57,""
7,b93564e5-6804-4525-b166-4eaf2bf47980,Backyard-Secret-Exposed_20161021T055227.conll.annot,54,2 3 4 5 6,Backyard Secret Exposed,"Del Bigtree , Producer ,",3 - The source is potentially reliable,0.29,""
7,b28a8f47-42ea-481a-a748-34cd8643ce38,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,4 - The source is somewhat reliable,0.43,""
7,b208df16-d9ab-4a3c-81ee-a85de116d1b1,NaturalNews_20170706T012448.conll.annot,7,1 2 3 4 5,NaturalNews,The esteemed Johns Hopkins Hospital,5 - The source is fully reliable,0.43,""
7,b53a596c-ff28-48a1-9ec1-779f52d5bd52,tripadvisor-com_20150223T054324.conll.annot,78,2,www.tripadvisor.com,anybody,1 - The source is totally unreliable,0.43,""
7,b366cde8-411a-43e2-93dc-1219c02947cf,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,3 - The source is potentially reliable,0.57,""
7,b23e4b57-1896-49d3-a265-b1742f763026,tripadvisor-com_20150223T054324.conll.annot,78,2,www.tripadvisor.com,anybody,1 - The source is totally unreliable,0.43,""
7,adaace3e-ec98-4a5a-b7de-584add27d973,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,62,1 2 3 4 5 6 7 8 9 10,International Medical Council on Vaccination,Effect of measles and measles vaccine on serum cholesterol .,5 - The source is fully reliable,0.29,""
7,acd8f14d-dd96-4587-a051-d024cbd3fdfb,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,195,5 6 7 8 9 10 11 12 13 14 15 16,Stop Mandatory Vaccination,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,",3 - The source is potentially reliable,0.57,""
7,ab336f9b-12de-4290-8540-5ec2ba8fd3f7,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,3 - The source is potentially reliable,0.57,""
7,b1ad3fab-1b1e-4f7e-854c-2e1f8ce26738,Live-Science_20170315T223305.conll.annot,10,29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51,Live Science,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )",3 - The source is potentially reliable,0.57,""
7,a587d7ae-9b55-4d42-99b2-3f792886c620,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,3 - The source is potentially reliable,0.57,""
7,ae71dd21-a0e1-41af-9e11-c729bcba4959,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,4 - The source is somewhat reliable,0.43,""
7,ad8b9e42-3937-4c93-bf7a-9e469be2cddf,ncbi-nlm-nih-gov_20160228T014103.conll.annot,6,1 2 3 4 5 6 7 8 9 10 11 12,www.ncbi.nlm.nih.gov,Serologic studies in 2 dogs and virus isolation from the 3rd dog,3 - The source is potentially reliable,0.43,""
7,a72e0dca-6794-4de6-b33e-967724c422e6,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,0.57,""
7,a89d541f-925b-44f2-b28f-68de5851fd83,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,195,5 6 7 8 9 10 11 12 13 14 15 16,Stop Mandatory Vaccination,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,",3 - The source is potentially reliable,0.43,""
7,9c927c1c-b6c1-4621-ae63-2a14cffd7481,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,9,1 2,Stop Mandatory Vaccination,Laura Ballegeer,3 - The source is potentially reliable,0.43,""
7,a6cdf093-866f-4b3b-ad2a-1b9911c0c306,Science-News_20170517T164904.conll.annot,68,12,Science News,Durbin,3 - The source is potentially reliable,0.43,""
7,a3fe91b9-6fc8-46dd-8041-d0132385a688,drsuzanne-net_20170606T042830.conll.annot,106,5 6 7 8 9 10 11 12 13 14,drsuzanne.net,a controlled study published in BMJ in school age children,4 - The source is somewhat reliable,0.43,""
7,a64da421-295d-42f7-bd7a-15d62a949310,Washington-Post_20170826T112301.conll.annot,38,3 4,Washington Post,immunization advocates,3 - The source is potentially reliable,0.57,""
7,a741d9b3-0fad-410a-bf2d-07d4a1500ea6,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,116,1 2,Stop Mandatory Vaccination,The doctors,3 - The source is potentially reliable,0.57,""
7,a35106e2-24a5-4b91-9a4c-46cef4b14d0c,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,28,2 3 4 5 6 7 8 9,Banning-Beaumont CA Patch,City News Service and Patch Editor Renee Schiavone,3 - The source is potentially reliable,0.43,""
7,a0cb5f22-a8b2-4f83-b10b-d17594dd066b,nhs-uk_20170705T230324.conll.annot,12,1 2 3 4 5 6 7 8,www.nhs.uk,Anyone vaccinated by their own occupational health service,2 - The source is somewhat unreliable,0.43,""
7,a1587bab-28c6-4c1d-930b-ec09bfe3d9c8,blogs-cdc-gov_20170616T233823.conll.annot,49,6 7,blogs.cdc.gov,my kids,1 - The source is totally unreliable,0.57,""
7,a3730390-3e3a-4ee7-8ef0-871d8cf0db3f,@berkeleywellness_20170709T195101.conll.annot,13,3 4,@berkeleywellness,an article,3 - The source is potentially reliable,0.43,""
7,a0c66e89-4122-451c-881e-e08cafd6f9bd,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,3 - The source is potentially reliable,0.57,""
7,a60fae97-1792-4d30-93ac-bfbbd8fba50f,National-Vaccine-Information-Center-(NVIC)_20170701T193111.conll.annot,37,1 2 3,National Vaccine Information Center (NVIC),Some observational studies,3 - The source is potentially reliable,0.57,""
7,a1915705-8dbf-47bb-8c25-fa5b019612b5,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",4 - The source is somewhat reliable,0.43,""
7,a36ebdc4-dc6a-4c99-9044-ed5065ab1895,ncbi-nlm-nih-gov_20160228T014103.conll.annot,6,1 2 3 4 5 6 7 8 9 10 11 12,www.ncbi.nlm.nih.gov,Serologic studies in 2 dogs and virus isolation from the 3rd dog,4 - The source is somewhat reliable,0.43,""
7,9e8a40d3-5a7f-4b60-84fa-1e1f9cbea52d,dogsnaturallymagazine-com_20170804T052804.conll.annot,15,3 4,www.dogsnaturallymagazine.com,your veterinarian,4 - The source is somewhat reliable,0.57,""
7,9f39fdbe-c295-4bfe-8a82-3c88f6434af9,21st-Century-Wire_20170627T181355.conll.annot,52,24 25 26 27 28,21st Century Wire,the media ’s hysterical storyline,1 - The source is totally unreliable,0.43,""
7,9e87442c-8a9d-43c6-b241-d227cb2e127b,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,0.57,""
7,9fd44752-a8eb-488d-9b8a-0800eac75fc8,Science-News_20170517T164904.conll.annot,68,12,Science News,Durbin,3 - The source is potentially reliable,0.57,""
7,a2bbe965-833c-40a8-a7ef-b43a390b3c31,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,3 - The source is potentially reliable,0.71,""
7,a20bfedb-5974-4206-8e70-8fcffe14eb58,cid-oxfordjournals-org_20161019T051428.conll.annot,168,48 49 50 51 52 53,cid.oxfordjournals.org,"[ 33 , section 113.6 ]",I don't know.,0.57,""
7,a01f9e0a-e36f-4733-b852-7fbc81756417,Variety_20170614T212541.conll.annot,26,10,Variety,researchers,3 - The source is potentially reliable,0.43,""
7,a0cb56aa-caf8-4c3f-b56d-df75d970f793,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,116,1 2,Stop Mandatory Vaccination,The doctors,3 - The source is potentially reliable,0.57,""
7,9e595552-2eaf-401e-99fa-eb7868c48b6e,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.71,""
7,9d08b234-ad54-4522-b657-2756b05e4996,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,3 - The source is potentially reliable,0.57,""
7,9f8f706c-e2ac-4f9d-b1f3-5e87b506464e,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",4 - The source is somewhat reliable,0.57,""
7,9a5acd68-db65-49aa-b1ea-b7ee920b7409,en-wikipedia-org_20170412T054820.conll.annot,35,4 5 6 7,en.wikipedia.org,At least one study,3 - The source is potentially reliable,0.43,""
7,9add4884-39bc-4203-bf82-ff16bc05ad66,International-Medical-Council-on-Vaccination_20170701T172125.conll.annot,61,1 2 3 4 5 6,International Medical Council on Vaccination,Vikari et al. ( 1979 .,3 - The source is potentially reliable,0.86,""
7,9c6c2e5c-527a-4d65-8828-012dc371c3f5,blogs-cdc-gov_20170616T233823.conll.annot,49,6 7,blogs.cdc.gov,my kids,1 - The source is totally unreliable,0.43,""
7,99ff1260-bd52-4ad7-a4d1-6006eacc0f75,nap-edu_20160617T022642.conll.annot,55,35 36 37 38 39,www.nap.edu,"Conway et al. , 1993",3 - The source is potentially reliable,0.71,""
7,99c7fc29-6eca-4609-8b94-4f2a37d4aa55,cid-oxfordjournals-org_20161019T051428.conll.annot,168,48 49 50 51 52 53,cid.oxfordjournals.org,"[ 33 , section 113.6 ]",4 - The source is somewhat reliable,0.43,""
7,9adc40dd-a277-43db-9506-cbf7dc28a6ad,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,3 - The source is potentially reliable,0.29,""
7,9b2a0283-8584-41cd-9a9d-8b5a7008f02b,greenmedinfo-com_20170702T213636.conll.annot,14,1 2,www.greenmedinfo.com,The researchers,3 - The source is potentially reliable,0.43,""
7,96ab9a00-df17-45a9-9493-ba2617f48fd0,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.43,""
7,95ef721d-f1e7-4551-b0f2-f5fc83c4c0fa,ncbi-nlm-nih-gov_20160228T014103.conll.annot,6,1 2 3 4 5 6 7 8 9 10 11 12,www.ncbi.nlm.nih.gov,Serologic studies in 2 dogs and virus isolation from the 3rd dog,4 - The source is somewhat reliable,0.71,""
7,9a7677d4-4611-43ef-b0b6-974d3c971986,cdc-gov_20170618T093441.conll.annot,40,21 22,www.cdc.gov,one study,2 - The source is somewhat unreliable,0.43,""
7,9607a0db-86ab-45db-a1a4-f5f88401ed64,nhs-uk_20170705T230324.conll.annot,12,1 2 3 4 5 6 7 8,www.nhs.uk,Anyone vaccinated by their own occupational health service,3 - The source is potentially reliable,0.57,""
7,9891e43c-4095-47a3-ad07-113f24204f50,NaturalNews_20170706T012448.conll.annot,20,1,NaturalNews,CNBC,4 - The source is somewhat reliable,0.43,""
7,89e4e0e3-5c1d-412b-8c69-c53fd1f7323d,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,101,1 2,Stop Mandatory Vaccination,Beth Noelle,3 - The source is potentially reliable,0.57,""
7,999245c0-9fde-4ae2-85a7-d0874fc709b1,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,0.71,""
7,9a2fa210-843f-4896-b579-1f2637411946,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,4 - The source is somewhat reliable,0.43,""
7,8bfdd108-231a-40e0-a407-a9601c51b11e,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,101,1 2,Stop Mandatory Vaccination,Beth Noelle,3 - The source is potentially reliable,0.57,""
7,9322ab0f-77da-4403-ba25-18527a69911a,PublicHealth-org_20170623T200727.conll.annot,11,1,PublicHealth.org,Research,3 - The source is potentially reliable,0.86,""
7,8dfbc1fa-8196-436a-bb3e-c3cf1b3fb794,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,116,1 2,Stop Mandatory Vaccination,The doctors,3 - The source is potentially reliable,0.57,""
7,8998d224-dcd3-493a-86e4-40befedbc5e8,Atlas-Monitor_20160703T084322.conll.annot,7,17 18 19 20,Atlas Monitor,the mainstream media who,3 - The source is potentially reliable,0.57,""
7,9619b01a-36ce-4599-9fb5-2e2449213667,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,101,1 2,Stop Mandatory Vaccination,Beth Noelle,3 - The source is potentially reliable,0.71,""
7,89838996-9899-4667-b468-32f67f88dff9,greenmedinfo-com_20170702T213636.conll.annot,14,1 2,www.greenmedinfo.com,The researchers,3 - The source is potentially reliable,0.57,""
7,91f38b9d-ef48-4215-8707-a6a12649de9c,LifeSiteNews_20170611T045238.conll.annot,5,1 2 3,LifeSiteNews,Priests throughout Kenya,3 - The source is potentially reliable,0.43,""
7,902663f6-fc5c-45fe-ac7c-8c30943c9964,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,3 - The source is potentially reliable,0.57,""
7,90e1f85d-2813-4248-8f50-0558628bc5c1,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,125,5,Stop Mandatory Vaccination,doctors,3 - The source is potentially reliable,0.43,""
7,8e26f404-e6a4-42bf-b0cb-7abbdf1fba23,nhs-uk_20170705T230324.conll.annot,12,1 2 3 4 5 6 7 8,www.nhs.uk,Anyone vaccinated by their own occupational health service,2 - The source is somewhat unreliable,0.57,""
7,952d8a0f-3d09-4a79-bd78-21f885c90d39,tripadvisor-com_20150223T054324.conll.annot,78,2,www.tripadvisor.com,anybody,1 - The source is totally unreliable,0.43,""
7,90bed64e-b2d4-47e8-8156-6c070651de2d,Child-Health-Safety_20170626T115833.conll.annot,352,3 4 5 6,________________Child Health Safety_________________,no sound scientific evidence,2 - The source is somewhat unreliable,0.57,""
7,8af965ea-470b-4473-98ce-a98fc79b594b,Child-Health-Safety_20170626T115833.conll.annot,352,3 4 5 6,________________Child Health Safety_________________,no sound scientific evidence,1 - The source is totally unreliable,0.57,""
7,88e8b8ac-8e5d-4f3d-a690-dc792b44ec14,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.57,""
7,828540de-997b-469e-a219-404a27f524fa,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,116,1 2,Stop Mandatory Vaccination,The doctors,3 - The source is potentially reliable,0.71,""
7,8b0f9234-a536-4289-9e8d-50e0d36c25cb,Science-News-for-Students_20160715T223017.conll.annot,45,3 4 5,Science News for Students,a Brazilian team,3 - The source is potentially reliable,0.57,""
7,8d239d01-3feb-46dc-86f0-40e0ab9981b0,21st-Century-Wire_20170627T181355.conll.annot,52,24 25 26 27 28,21st Century Wire,the media ’s hysterical storyline,1 - The source is totally unreliable,0.43,""
7,8de47714-a136-463f-9b2c-ba4f10219d4d,nap-edu_20160617T022642.conll.annot,55,35 36 37 38 39,www.nap.edu,"Conway et al. , 1993",3 - The source is potentially reliable,0.57,""
7,83f96ff5-4955-4291-ba2e-08277f15baf7,greenmedinfo-com_20170702T213636.conll.annot,14,1 2,www.greenmedinfo.com,The researchers,3 - The source is potentially reliable,0.57,""
7,88cd8a85-2f45-4ba5-94b8-da5b68544bcf,The-People's-Chemist_20170219T051704.conll.annot,89,15 16 17,The People's Chemist,the pharmaceutical companies,3 - The source is potentially reliable,0.71,""
7,8393c930-55f6-4a9d-a60b-afe65298e63e,Science-News_20170517T164904.conll.annot,68,12,Science News,Durbin,3 - The source is potentially reliable,0.43,""
7,87610356-e4de-4631-b915-ef302334f79c,drsuzanne-net_20170606T042830.conll.annot,106,5 6 7 8 9 10 11 12 13 14,drsuzanne.net,a controlled study published in BMJ in school age children,4 - The source is somewhat reliable,0.43,""
7,8a294dce-e551-4959-bcc5-a537d1966e9d,cid-oxfordjournals-org_20161019T051428.conll.annot,168,48 49 50 51 52 53,cid.oxfordjournals.org,"[ 33 , section 113.6 ]",I don't know.,0.43,""
7,66f3a1f8-9c2a-4912-87aa-59307e12791e,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,116,1 2,Stop Mandatory Vaccination,The doctors,3 - The source is potentially reliable,0.86,""
7,87c06bed-0704-4d07-89f1-b5f9bed826b6,cdc-gov_20170618T093441.conll.annot,40,21 22,www.cdc.gov,one study,3 - The source is potentially reliable,0.57,""
7,7d5a4603-df00-4bcb-a09e-f29062c9f482,thinktwice-com_20170627T191857.conll.annot,12,1 2 3 4,www.thinktwice.com,Most doctors I asked,3 - The source is potentially reliable,0.43,""
7,7dd79c70-25dc-4b00-a72e-d18d098d1fe1,NaturalNews_20170706T012448.conll.annot,7,1 2 3 4 5,NaturalNews,The esteemed Johns Hopkins Hospital,4 - The source is somewhat reliable,0.43,""
7,7367d980-dcb6-4b33-b072-6b2a7f189759,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,4 - The source is somewhat reliable,0.43,""
7,7ea3188e-def5-4b41-83fe-7aa2596ed853,cid-oxfordjournals-org_20161019T051428.conll.annot,130,33 34 35 36 37 38 39 40 41,cid.oxfordjournals.org,"( Michael Bruce , CDC , unpublished data )",4 - The source is somewhat reliable,0.43,""
7,7b070c06-c678-4f83-b850-209a45b88950,drsuzanne-net_20170606T042830.conll.annot,106,5 6 7 8 9 10 11 12 13 14,drsuzanne.net,a controlled study published in BMJ in school age children,4 - The source is somewhat reliable,0.57,""
7,7a856c1e-2e4d-478f-b0c3-0a48cbf3bb8e,blogs-cdc-gov_20170616T233823.conll.annot,49,6 7,blogs.cdc.gov,my kids,1 - The source is totally unreliable,0.43,""
7,7fe6ed3a-e15a-4631-b285-114754a549d1,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,0.57,""
7,861a197a-213c-45c9-8d80-e34e1fe9d145,NPR-org_20170313T074645.conll.annot,2,18 19 20,NPR.org,state health officials,4 - The source is somewhat reliable,0.71,""
7,7b794ca8-7e76-46e1-a0bc-ff6e2db9a940,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,0.86,""
7,7ee75d58-767d-419d-be59-f3f4abbcc4e5,thinktwice-com_20170627T225319.conll.annot,150,8 9 10 11 12 13 14,www.thinktwice.com,the nursing school where I am enrolled,3 - The source is potentially reliable,0.57,""
7,81dacabb-5f1d-4121-8309-3b6bdfcd78e4,tripadvisor-com_20150223T054324.conll.annot,78,2,www.tripadvisor.com,anybody,2 - The source is somewhat unreliable,0.57,""
7,7824e778-bee9-4ac5-8b1c-955e9984ea5a,thinktwice-com_20170627T225319.conll.annot,150,8 9 10 11 12 13 14,www.thinktwice.com,the nursing school where I am enrolled,3 - The source is potentially reliable,0.57,""
7,7d3034d8-11a4-4070-8926-64bdc04b70b3,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,2 - The source is somewhat unreliable,0.57,""
7,816aab70-aa3c-4b25-aaf0-b71ac633a194,drsuzanne-net_20170606T042830.conll.annot,106,5 6 7 8 9 10 11 12 13 14,drsuzanne.net,a controlled study published in BMJ in school age children,2 - The source is somewhat unreliable,0.43,""
7,7d2f005d-7e02-4e2b-9433-98dac921c720,Backyard-Secret-Exposed_20161021T055227.conll.annot,54,2 3 4 5 6,Backyard Secret Exposed,"Del Bigtree , Producer ,",3 - The source is potentially reliable,0.43,""
7,79522529-f176-4f61-91ff-1661bff38fca,PublicHealth-org_20170623T200727.conll.annot,11,1,PublicHealth.org,Research,3 - The source is potentially reliable,0.71,""
7,790f6724-3fe1-49f2-ae34-dbfde38bd417,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,3 - The source is potentially reliable,0.71,""
7,79a0fb45-a4e8-4247-a049-842de5694486,Child-Health-Safety_20170626T115833.conll.annot,352,3 4 5 6,________________Child Health Safety_________________,no sound scientific evidence,1 - The source is totally unreliable,0.57,""
7,795fbb0f-efec-4c88-91a0-7b6a35535b6b,netmums-com_20160105T011148.conll.annot,108,22 23,www.netmums.com,the article,3 - The source is potentially reliable,0.57,""
7,71375c07-771d-42b7-b8ba-93e15bac513a,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,3 - The source is potentially reliable,0.57,""
7,6a029ac0-ca7c-4a97-b8e5-5601700e1de0,The-People's-Chemist_20170219T051704.conll.annot,89,15 16 17,The People's Chemist,the pharmaceutical companies,3 - The source is potentially reliable,0.57,""
7,6bedd818-8140-4389-bd13-ef4bd8a7e631,Live-Science_20170315T223305.conll.annot,10,29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51,Live Science,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )",5 - The source is fully reliable,0.29,""
7,78e015b8-2f94-4abb-baf9-e4332280d795,@berkeleywellness_20170709T195101.conll.annot,13,3 4,@berkeleywellness,an article,3 - The source is potentially reliable,0.86,""
7,775e3f39-2059-4c07-8a54-06021cd391f7,Stop-Mandatory-Vaccination_20170324T022210.conll.annot,101,1 2,Stop Mandatory Vaccination,Beth Noelle,1 - The source is totally unreliable,0.43,""
7,78cf9a49-f6cd-4de2-9197-a47e60261a2d,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",4 - The source is somewhat reliable,0.43,""
7,76ac7cff-1bb1-4a6d-9e22-1e4d39be5e51,KXAN-com_20171002T213140.conll.annot,17,1 2 3 4 5 6 7 8 9 10 11 12 13,KXAN.com,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,",4 - The source is somewhat reliable,0.43,""
7,6ed4e5d5-9fc5-4428-8649-8f16141f560a,ncbi-nlm-nih-gov_20160228T014103.conll.annot,6,1 2 3 4 5 6 7 8 9 10 11 12,www.ncbi.nlm.nih.gov,Serologic studies in 2 dogs and virus isolation from the 3rd dog,4 - The source is somewhat reliable,0.71,""
7,7984c9bf-808e-4d0f-ab92-c51931b32f14,drsuzanne-net_20170606T042830.conll.annot,45,3 4,drsuzanne.net,the advice,3 - The source is potentially reliable,0.43,""
7,77a4cb65-1871-4a82-8cfe-d680ac41e532,cdc-gov_20170618T093441.conll.annot,40,21 22,www.cdc.gov,one study,4 - The source is somewhat reliable,0.43,""
7,741a142d-b5d8-428d-a811-1d87c13ccb17,healthtalk-org_20161031T152854.conll.annot,15,1 2 3 4 5 6 7 8,www.healthtalk.org,A small number of parents that we interviewed,1 - The source is totally unreliable,0.43,""
7,6d2a517c-9003-47b4-9bfe-bceecb14b61e,LifeSiteNews_20170611T045238.conll.annot,5,1 2 3,LifeSiteNews,Priests throughout Kenya,3 - The source is potentially reliable,0.57,""
7,73336074-1201-4f3d-9929-d99094452e63,Backyard-Secret-Exposed_20161021T055227.conll.annot,54,2 3 4 5 6,Backyard Secret Exposed,"Del Bigtree , Producer ,",3 - The source is potentially reliable,0.43,""
7,6a144459-0144-4eba-a4e2-e3ffdaf86c59,drsuzanne-net_20170606T042830.conll.annot,45,3 4,drsuzanne.net,the advice,2 - The source is somewhat unreliable,0.43,""
7,750b5c66-5a6d-4d13-8578-cc31ec6dae7a,greenmedinfo-com_20170703T045312.conll.annot,21,1 2 3,www.greenmedinfo.com,This case report,3 - The source is potentially reliable,0.71,""
7,77220a26-eac9-461a-b412-50daf6bffbd1,Science-News_20170517T164904.conll.annot,68,12,Science News,Durbin,3 - The source is potentially reliable,0.57,""
7,71c03077-9479-4a2b-a6d1-5edc105e5217,WIRED_20170525T041726.conll.annot,2,5 6 7 8 9 10 11 12 13,WIRED,most of the people stricken with Mickey Mouse measles,3 - The source is potentially reliable,0.57,""
7,72a1f35e-0a19-4973-ae48-184169ced4ed,State-of-Health_20160131T151029.conll.annot,19,21 22 23 24 25 26,State of Health,Boston Children ’s Hospital ’s Majumder,4 - The source is somewhat reliable,0.57,""
7,709f71d0-3aea-48d3-be68-cd6ae57d2d8b,avn-org-au_20170316T033821.conll.annot,99,24,avn.org.au,Dunbar,3 - The source is potentially reliable,0.71,""
